,BreakID,BusinessDate,Final_predicted_break,ML_flag,Predicted_Status,Predicted_action,SetupID,SourceCombinationCode,TaskID,probability_No_pair,probability_UMB,probability_UMR,probability_UMT,Side1_UniqueIds,PredictedComment,PredictedCategory,Side0_UniqueIds,ActionType,ActionTypeCode,ReconSetupName,ClientShortCode,CreatedDate
0,1859891543,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,,,match,2_8971430015_Advent Geneva,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
1,1860095152,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,,,match,4_8971450058_Advent Geneva,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
2,1860095150,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,,,match,2_8971450058_Advent Geneva,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
3,1859891542,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,,,match,4_8971430015_Advent Geneva,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
4,1860135779,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,1_8971450118_US BANK,,match,,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
5,1860095151,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,,,match,1_8971450058_Advent Geneva,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
6,1860095153,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,,,match,3_8971450058_Advent Geneva,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
7,1859891541,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,,,match,3_8971430015_Advent Geneva,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
8,1860135780,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,2_8971450118_US BANK,,match,,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
9,1860172712,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,2_8971450204_US BANK,,match,,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
10,1860172715,2021-07-26 00:00:00+00:00,,ML,UCB,pair,897,1589787860,8971450204,,,,,1_8971450204_US BANK,,match,,CLOSE,2,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
11,1859790718,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,,PB to report missing the trade.,OB,1_8971412700_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
12,1860095148,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,,PB to report missing the trade.,OB,1_8971450056_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
13,1859891540,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,,PB to report missing the trade.,OB,1_8971430015_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
14,1860135778,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,4_8971450118_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
15,1860095147,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,,PB to report missing the trade.,OB,3_8971450056_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
16,1860135776,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,5_8971450118_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
17,1860095149,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,,PB to report missing the trade.,OB,2_8971450056_Advent Geneva,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
18,1859783646,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971400165_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
19,1859790716,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971412698_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
20,1859782944,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971400163_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
21,1859773043,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971400084_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
22,1859783648,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971400165_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
23,1859782272,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971400161_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
24,1859782945,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971400163_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
25,1859782273,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971400161_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
26,1859773042,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971400084_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
27,1859789555,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971412694_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
28,1859782271,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971400161_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
29,1859789556,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971412694_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
30,1859783647,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971400165_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
31,1859782943,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971400163_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
32,1859790717,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971412698_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
33,1859790715,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971412698_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
34,1860073936,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971430278_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
35,1859789554,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971412694_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
