,BreakID,BusinessDate,Final_predicted_break,ML_flag,Predicted_Status,Predicted_action,SetupID,SourceCombinationCode,TaskID,probability_No_pair,probability_UMB,probability_UMR,probability_UMT,Side1_UniqueIds,PredictedComment,PredictedCategory,Side0_UniqueIds,ActionType,ActionTypeCode,ReconSetupName,ClientShortCode,CreatedDate
36,1860073935,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971430278_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
37,1859773044,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971400084_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
38,1859767777,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971400049_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
39,1860082462,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971430329_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
40,1860082463,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,2_8971430329_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
41,1859790719,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971412700_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
42,1859790721,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,1_8971412708_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
43,1860172713,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,5_8971450204_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
44,1860172714,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971450204_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
45,1860135777,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,3_8971450118_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
46,1860172716,2021-07-26 00:00:00+00:00,,ML,OB,No-pair,897,1589787860,8971450204,,,,,4_8971450204_US BANK,"GVA missing the trade, viteos to check and book",OB,,COMMENT,3,Schonfeld Cash - 57,Schonfeld,2021-07-30 00:00:00+00:00
