,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
10,20_4551470466_Integrata,,1860561351,OB,UCB,Close,Close,
12,20_4551513573_Integrata,,1860561352,OB,UCB,Close,Close,
331,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
335,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
591,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
594,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
686,4_4551513573_Integrata,,1730268,OB,UCB,Close,Close,
705,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
708,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
711,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
715,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
734,4_4551470466_Integrata,,1860561358,OB,UCB,Close,Close,
811,8_4551470466_Integrata,,1860561361,OB,UCB,Close,Close,
812,8_4551513573_Integrata,,1730271,OB,UCB,Close,Close,
9781,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
9791,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
16585,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
16601,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
