,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
969,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
971,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
979,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
1737,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
1743,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
3524,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
3532,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
3539,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
4058,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
6528,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
6532,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
11090,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
11098,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
12658,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
15979,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
15986,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
