,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
207,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
306,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
323,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
598,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
802,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
1716,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
1980,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
3262,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
3600,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
4365,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
5039,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
7205,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
