,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,24_2491470292_UBS,1860499153,CNF,UCB,Close,Close,,UBS,1860499153
1,,75_249987817_UBS,1453049486,OB,UCB,Close,Close,,UBS,1453049486
2,,117_2491403450_UBS,2008157589,OB,UCB,Close,Close,,UBS,2008157589
3,,240_2491196372_UBS,1729611502,OB,UCB,Close,Close,,UBS,1729611502
4,,38_249788078_UBS,1191199776,OB,UCB,Close,Close,,UBS,1191199776
5,,164_2491073282_UBS,1566187563,OB,UCB,Close,Close,,UBS,1566187563
6,,167_249831032_UBS,1246012730,OB,UCB,Close,Close,,UBS,1246012730
7,,134_249987817_UBS,1453049489,OB,UCB,Close,Close,,UBS,1453049489
8,,79_2491290069_UBS,1854343913,OB,UCB,Close,Close,,UBS,1854343913
9,,163_2491156763_UBS,1677285640,OB,UCB,Close,Close,,UBS,1677285640
10,,110_2491344476_UBS,1927388766,OB,UCB,Close,Close,,UBS,1927388766
11,,67_2491340659_UBS,1922304582,OB,UCB,Close,Close,,UBS,1922304582
12,,185_2491276790_UBS,1837024351,OB,UCB,Close,Close,,UBS,1837024351
13,,149_2491274656_UBS,1834529764,OB,UCB,Close,Close,,UBS,1834529764
14,,166_2491073282_UBS,1566187565,OB,UCB,Close,Close,,UBS,1566187565
15,,188_2491238233_UBS,1787477082,OB,UCB,Close,Close,,UBS,1787477082
16,,240_249947534_UBS,1401786069,OB,UCB,Close,Close,,UBS,1401786069
17,,98_249751014_UBS,1139539515,OB,UCB,Close,Close,,UBS,1139539515
18,,185_2491320026_UBS,1892570162,OB,UCB,Close,Close,,UBS,1892570162
19,,109_2491156763_UBS,1677285635,OB,UCB,Close,Close,,UBS,1677285635
20,,161_2491156763_UBS,1677285639,OB,UCB,Close,Close,,UBS,1677285639
21,,159_2491443683_UBS,2058655904,OB,UCB,Close,Close,,UBS,2058655904
22,,242_2491196372_UBS,1729611507,OB,UCB,Close,Close,,UBS,1729611507
23,,181_2491276790_UBS,1837024349,OB,UCB,Close,Close,,UBS,1837024349
24,,176_2491114307_UBS,1620407392,OB,UCB,Close,Close,,UBS,1620407392
25,,171_2491357765_UBS,1947006083,OB,UCB,Close,Close,,UBS,1947006083
26,,169_2491357765_UBS,1947006082,OB,UCB,Close,Close,,UBS,1947006082
27,,161_2491443683_UBS,2058655905,OB,UCB,Close,Close,,UBS,2058655905
28,,183_2491276790_UBS,1837024350,OB,UCB,Close,Close,,UBS,1837024350
29,,174_2491114307_UBS,1620407396,OB,UCB,Close,Close,,UBS,1620407396
30,,169_249831032_UBS,1246012736,OB,UCB,Close,Close,,UBS,1246012736
31,,167_2491357765_UBS,1947006081,OB,UCB,Close,Close,,UBS,1947006081
32,,166_2491357765_UBS,1947006080,OB,UCB,Close,Close,,UBS,1947006080
33,,198_2491030952_UBS,1510371605,OB,UCB,Close,Close,,UBS,1510371605
34,,220_2491402505_UBS,2006721615,OB,UCB,Close,Close,,UBS,2006721615
35,,100_249751014_UBS,1139539514,OB,UCB,Close,Close,,UBS,1139539514
36,,130_249987817_UBS,1453049490,OB,UCB,Close,Close,,UBS,1453049490
37,,159_2491156763_UBS,1677285638,OB,UCB,Close,Close,,UBS,1677285638
38,,187_2491320026_UBS,1892570163,OB,UCB,Close,Close,,UBS,1892570163
39,,200_2491030952_UBS,1510371606,OB,UCB,Close,Close,,UBS,1510371606
40,,222_2491402505_UBS,2006721619,OB,UCB,Close,Close,,UBS,2006721619
41,,132_249987817_UBS,1453049488,OB,UCB,Close,Close,,UBS,1453049488
42,,238_249947534_UBS,1401786064,OB,UCB,Close,Close,,UBS,1401786064
43,,186_2491238233_UBS,1787477081,OB,UCB,Close,Close,,UBS,1787477081
44,,137_249788078_UBS,1191199782,OB,UCB,Close,Close,,UBS,1191199782
45,,131_249987817_UBS,1453049548,OB,UCB,Close,Close,,UBS,1453049548
46,,186_2491320026_UBS,1892570227,OB,UCB,Close,Close,,UBS,1892570227
47,,137_249987817_UBS,1453049528,OB,UCB,Close,Close,,UBS,1453049528
48,,124_2491453605_UBS,2071493493,OB,UCB,Close,Close,,UBS,2071493493
49,,182_2491276790_UBS,1837024433,OB,UCB,Close,Close,,UBS,1837024433
50,,7_2491498457_UBS,2131283313,OB,UCB,Close,Close,,UBS,2131283313
51,,11_2491498457_UBS,2131283319,OB,UCB,Close,Close,,UBS,2131283319
52,,1_2491493738_UBS,2125838337,OB,UCB,Close,Close,,UBS,2125838337
53,,2_2491493738_UBS,2125838338,OB,UCB,Close,Close,,UBS,2125838338
54,,111_2491156763_UBS,1677285735,OB,UCB,Close,Close,,UBS,1677285735
55,,24_2491498457_UBS,2131283339,OB,UCB,Close,Close,,UBS,2131283339
56,,138_249788078_UBS,1191199997,OB,UCB,Close,Close,,UBS,1191199997
57,,111_2491498457_UBS,2131283327,OB,UCB,Close,Close,,UBS,2131283327
58,,243_2491196372_UBS,1729611593,OB,UCB,Close,Close,,UBS,1729611593
59,,108_2491156763_UBS,1677285721,OB,UCB,Close,Close,,UBS,1677285721
60,,188_2491320026_UBS,1892570233,OB,UCB,Close,Close,,UBS,1892570233
61,,129_249987817_UBS,1453049524,OB,UCB,Close,Close,,UBS,1453049524
62,,170_249831032_UBS,1246012789,OB,UCB,Close,Close,,UBS,1246012789
63,,162_2491443683_UBS,2058656044,OB,UCB,Close,Close,,UBS,2058656044
64,,1_2491470292_UBS,1860499381,OB,UCB,Close,Close,,UBS,1860499381
65,,136_249788078_UBS,1191200002,OB,UCB,Close,Close,,UBS,1191200002
66,,39_249788078_UBS,1191199970,OB,UCB,Close,Close,,UBS,1191199970
67,,189_2491238233_UBS,1787477151,OB,UCB,Close,Close,,UBS,1787477151
68,,187_2491238233_UBS,1787477144,OB,UCB,Close,Close,,UBS,1787477144
69,,164_2491156763_UBS,1677285756,OB,UCB,Close,Close,,UBS,1677285756
70,,99_249751014_UBS,1139539527,OB,UCB,Close,Close,,UBS,1139539527
71,,2_2491470292_UBS,1860499382,OB,UCB,Close,Close,,UBS,1860499382
72,,167_2491073282_UBS,1566187612,OB,UCB,Close,Close,,UBS,1566187612
73,,221_2491402505_UBS,2006721707,OB,UCB,Close,Close,,UBS,2006721707
74,,162_2491156763_UBS,1677285754,OB,UCB,Close,Close,,UBS,1677285754
75,,77_249987817_UBS,1453049561,OB,UCB,Close,Close,,UBS,1453049561
76,,133_249987817_UBS,1453049555,OB,UCB,Close,Close,,UBS,1453049555
77,,241_2491196372_UBS,1729611589,OB,UCB,Close,Close,,UBS,1729611589
78,,186_2491276790_UBS,1837024442,OB,UCB,Close,Close,,UBS,1837024442
79,,74_249987817_UBS,1453049542,OB,UCB,Close,Close,,UBS,1453049542
80,,160_2491156763_UBS,1677285790,OB,UCB,Close,Close,,UBS,1677285790
81,,118_2491403450_UBS,2008157644,OB,UCB,Close,Close,,UBS,2008157644
82,,223_2491402505_UBS,2006721711,OB,UCB,Close,Close,,UBS,2006721711
83,,35_2491453605_UBS,2071493509,OB,UCB,Close,Close,,UBS,2071493509
84,,184_2491276790_UBS,1837024438,OB,UCB,Close,Close,,UBS,1837024438
85,,158_2491156763_UBS,1677285789,OB,UCB,Close,Close,,UBS,1677285789
86,,175_2491114307_UBS,1620407465,OB,UCB,Close,Close,,UBS,1620407465
87,,170_2491357765_UBS,1947006137,OB,UCB,Close,Close,,UBS,1947006137
88,,165_2491073282_UBS,1566187606,OB,UCB,Close,Close,,UBS,1566187606
89,,239_249947534_UBS,1401786176,OB,UCB,Close,Close,,UBS,1401786176
90,,6_2491498457_UBS,2131283320,OB,UCB,Close,Close,,UBS,2131283320
91,,12_2491498457_UBS,2131283324,OB,UCB,Close,Close,,UBS,2131283324
92,,168_249831032_UBS,1246012782,OB,UCB,Close,Close,,UBS,1246012782
93,,37_249788078_UBS,1191199958,OB,UCB,Close,Close,,UBS,1191199958
94,,201_2491030952_UBS,1510371666,OB,UCB,Close,Close,,UBS,1510371666
95,,101_249751014_UBS,1139539517,OB,UCB,Close,Close,,UBS,1139539517
96,,15_2491470292_UBS,1860499386,OB,UCB,Close,Close,,UBS,1860499386
97,,241_249947534_UBS,1401786178,OB,UCB,Close,Close,,UBS,1401786178
98,,15_2491498040_UBS,2130836445,OB,UCB,Close,Close,,UBS,2130836445
99,,6_2491470292_UBS,1860499389,OB,UCB,Close,Close,,UBS,1860499389
100,,6_2491498040_UBS,2130836483,OB,UCB,Close,Close,,UBS,2130836483
101,,199_2491030952_UBS,1510371661,OB,UCB,Close,Close,,UBS,1510371661
102,,160_2491443683_UBS,2058656043,OB,UCB,Close,Close,,UBS,2058656043
103,,177_2491114307_UBS,1620407469,OB,UCB,Close,Close,,UBS,1620407469
104,,168_2491357765_UBS,1947006133,OB,UCB,Close,Close,,UBS,1947006133
105,,11_2491461821_UBS,2083295132,OB,UCB,Close,Close,,UBS,2083295132
106,,6_2491461821_UBS,2083295130,OB,UCB,Close,Close,,UBS,2083295130
107,,172_2491357765_UBS,1947006141,OB,UCB,Close,Close,,UBS,1947006141
108,,12_2491470292_UBS,1860499391,OB,UCB,Close,Close,,UBS,1860499391
109,,12_2491498040_UBS,2130836485,OB,UCB,Close,Close,,UBS,2130836485
110,,20_2491470292_UBS,1860499393,OB,UCB,Close,Close,,UBS,1860499393
111,,20_2491498040_UBS,2130836449,OB,UCB,Close,Close,,UBS,2130836449
112,,24_2491498040_UBS,2130829934,OB,UCB,Close,Close,,UBS,2130829934
