,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
33,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
38,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
147,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
150,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
256,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
260,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
325,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
334,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
363,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
369,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
490,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
495,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
6015,,3_4551470403_CACEIS,1860525874,OB,UCB,Close,Close,
6040,,3_4551502490_CACEIS,2136195241,OB,UCB,Close,Close,
7510,,4_4551470403_CACEIS,1860525875,OB,UCB,Close,Close,
7531,,4_4551502490_CACEIS,2136195244,OB,UCB,Close,Close,
