,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
16902,"5_455848077_Integrata,4_455848077_Integrata","18_455851677_CACEIS,20_455851677_CACEIS,40_455851677_CACEIS",1273749547,UMB,UMB,UMB_Carry_Forward,UMB,Difference in dividend between Integrata and Caceis
16904,"64_455820754_Integrata,65_455820754_Integrata","72_455820754_CACEIS,74_455820754_CACEIS",1233851626,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and Caceis
16908,"14_455820754_Integrata,15_455820754_Integrata","88_455820754_CACEIS,68_455820754_CACEIS",1233848684,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and Caceis
16909,"21_455871083_Integrata,1_455782293_Integrata,3_455871083_Integrata,9_455871083_Integrata,2_455782293_Integrata,1_455861455_Integrata,2_455855307_Integrata,23_455871083_Integrata","50_455861455_CACEIS,26_455861455_CACEIS,27_455785049_CACEIS",1298162377,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade settlements between Integrata and Caceis
16910,"13_455709628_Integrata,15_455709628_Integrata,14_455709628_Integrata,18_455709628_Integrata,17_455709628_Integrata,16_455709628_Integrata,12_455709628_Integrata","21_455709628_CACEIS,16_455709628_CACEIS",1086057182,UMB,UMB,UMB_Carry_Forward,UMB,Difference in net amount is due to difference of dividend booked between Integrata and Caceis
16911,"58_455820754_Integrata,56_455820754_Integrata,57_455820754_Integrata,59_455820754_Integrata","76_455820754_CACEIS,73_455820754_CACEIS",1233851393,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and Caceis
16915,"39_455820754_Integrata,40_455820754_Integrata","81_455820754_CACEIS,87_455820754_CACEIS",1233849023,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and Caceis
16916,"66_455820754_Integrata,69_455820754_Integrata,68_455820754_Integrata,67_455820754_Integrata","1223_455822501_CACEIS,1192_455822501_CACEIS,1225_455822501_CACEIS,1106_455822501_CACEIS,84_455820754_CACEIS",1251392952,UMB,UMB,UMB_Carry_Forward,UMB,Difference in trade proceeds booked between Integrata and Caceis
16917,"52_455820754_Integrata,54_455820754_Integrata,23_455829798_Integrata,49_455820754_Integrata,22_455829798_Integrata,26_455829798_Integrata,25_455829798_Integrata,53_455820754_Integrata,51_455820754_Integrata,27_455829798_Integrata,24_455829798_Integrata,50_455820754_Integrata","1291_455822501_CACEIS,1196_455822501_CACEIS,1249_455822501_CACEIS,1252_455822501_CACEIS,1191_455822501_CACEIS,1195_455822501_CACEIS",1389467708,UMB,UMB,UMB_Carry_Forward,UMB,Difference in proceeds booked between Integrata and Caceis
16921,"2_455898221_Integrata,2_4551001817_Integrata,3_455898221_Integrata,4_455900053_Integrata,20_455885370_Integrata,19_455885370_Integrata,8_455900053_Integrata,1_4551001817_Integrata","12_455938724_CACEIS,592_455985296_CACEIS,591_455985296_CACEIS",1470738065,UMB,UMB,UMB_Carry_Forward,UMB,Difference in dividend between Integrata and Caceis
