,Side1_UniqueIds,Side0_UniqueIds,Predicted_Status,Predicted_action,PredictedCategory,PredictedComment,TaskID,SourceCombinationCode,BusinessDate,BreakID,Final_predicted_break,ML_flag,SetupID,probability_No_pair,probability_UMB,probability_UMR,probability_UMT,ReconSetupName,ClientShortCode,CreatedDate,ActionType,ActionTypeCode
51,225_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769625,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
52,228_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769630,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
53,75_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772814,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
54,220_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772813,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
55,229_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769629,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
56,231_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772832,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
57,195_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772554,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
58,220_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769600,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
59,80_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772555,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
60,80_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769356,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
61,71_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769602,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
62,240_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769374,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
63,235_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772570,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
64,195_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769359,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
65,84_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769358,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
66,7_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769693,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
67,184_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769628,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
68,75_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769603,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
69,240_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772572,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
70,82_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772557,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
71,70_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769597,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
72,202_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772567,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
73,182_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769612,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
74,12_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769692,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
75,227_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769631,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
76,84_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772558,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
77,181_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769624,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
78,222_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769626,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
79,236_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769372,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
80,225_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772819,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
81,184_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772824,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
82,181_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772798,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
83,236_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772569,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
84,76_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772826,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
85,224_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769616,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
86,77_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772822,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
87,238_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772571,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
88,227_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772802,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
89,234_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772574,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
90,228_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772820,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
91,83_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769362,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
92,83_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772565,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
93,199_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772573,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
94,2_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904888,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
95,202_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769367,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
96,226_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772825,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
97,11_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904917,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
98,183_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769618,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
99,2_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897200,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
100,234_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769360,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
101,2_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877332,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
102,82_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769355,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
103,7_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897216,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
104,199_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769371,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
105,178_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772830,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
106,185_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772809,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
107,235_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769365,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
108,73_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904885,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
109,87_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769364,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
110,11_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744534,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
111,71_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772806,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
112,87_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772562,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
113,25_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772907,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
114,70_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772800,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
115,183_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772828,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
116,218_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769694,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
117,6_2491430081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922467,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
118,1_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904903,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
119,12_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772902,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
120,23_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769379,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
121,6_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769685,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
122,1_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877317,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
123,6_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772893,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
124,12_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744535,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
125,7_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904918,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
126,12_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897218,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
127,7_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744542,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
128,11_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769700,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
129,223_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772853,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
130,25_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769687,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
131,1_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897199,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
132,74_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897104,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
133,6_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744546,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
134,11_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897215,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
135,223_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769678,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
136,16_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877313,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
137,219_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772868,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
138,218_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772860,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
139,12_2491430081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922470,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
140,12_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904919,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
141,73_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897210,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
142,20_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877328,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
143,11_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772909,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
144,7_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772910,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
145,219_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769718,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
146,1_2491430081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922445,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
147,6_2491430049_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897213,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
148,28_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877196,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
149,74_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904773,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
150,2_2491430081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922451,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
151,6_2491430061_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904915,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
152,221_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769726,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
153,221_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772880,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
154,7_2491430081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922474,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
155,11_2491430081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922476,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
156,23_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772578,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
157,145_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769614,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
158,145_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772831,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
159,93_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769617,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
160,93_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772821,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
161,110_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877304,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
162,17_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744338,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
163,149_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769670,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
164,150_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772877,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
165,175_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769719,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
166,171_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769725,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
167,169_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769721,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
168,168_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769714,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
169,177_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772913,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
170,2_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772856,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
171,11_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877347,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
172,147_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772894,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
173,2_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744548,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
174,148_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772854,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
175,6_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877340,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
176,174_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769686,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
177,1_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772850,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
178,170_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772886,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
179,1_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744536,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
