,Side1_UniqueIds,Side0_UniqueIds,Predicted_Status,Predicted_action,PredictedCategory,PredictedComment,TaskID,SourceCombinationCode,BusinessDate,BreakID,Final_predicted_break,ML_flag,SetupID,probability_No_pair,probability_UMB,probability_UMR,probability_UMT,ReconSetupName,ClientShortCode,CreatedDate,ActionType,ActionTypeCode
180,146_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772885,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
181,176_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772904,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
182,177_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769705,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
183,170_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769671,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
184,146_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769699,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
185,150_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769707,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
186,149_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772862,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
187,147_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769708,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
188,173_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769662,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
189,172_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769653,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
190,168_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772914,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
191,169_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772918,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
192,7_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877353,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
193,2_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769652,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
194,12_2491426014_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877356,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
195,1_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769644,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
196,171_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772922,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
197,172_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772905,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
198,148_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769661,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
199,175_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772895,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
200,173_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772842,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
201,176_2491400067_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769727,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
202,174_2491400081_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772846,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
203,"21_2491430061_UBS,15_2491430049_UBS",3_2491430049_Integrata,UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904774,1859897121,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
204,"22_2491430061_UBS,16_2491430049_UBS",4_2491430049_Integrata,UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904775,1859897130,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
205,"75_2491430049_UBS,75_2491430061_UBS","1_2491430049_Integrata,1_2491430061_Integrata",UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897097,"1859904768,1859904828,1859904771",ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
206,103_2491426014_UBS,2_2491426014_Integrata,UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877195,1859877198,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
207,"78_2491400081_UBS,79_2491400067_UBS,78_2491400067_UBS,79_2491400081_UBS","28_2491400067_Integrata,28_2491400081_Integrata,27_2491400067_Integrata,27_2491400081_Integrata",UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769649,"1859772897,1859769658,1859769654,1859772843,1859769657,1859772906,1859772867",ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
208,59_2491426014_UBS,"5_2491430061_Integrata,5_2491430049_Integrata",UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922433,"1859922439,1859922442",ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
209,"61_2491426014_UBS,60_2491426014_UBS","24_2491430061_Integrata,24_2491430049_Integrata,23_2491430061_Integrata,23_2491430049_Integrata",UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922431,"1859922432,1859922435,1859922436,1859922437,1859922438",ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
210,62_2491426014_UBS,"60_2491430061_Integrata,60_2491430049_Integrata",UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922434,"1859922440,1859922441",ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
211,18_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744340,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
212,19_2491400027_UBS,,UCB,Close,Close,,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744337,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,CLOSE,2
213,100_2491400027_UBS,"5_2491400027_Integrata,4_2491400027_Integrata,3_2491400027_Integrata",UMR,UMR,match,match,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744339,"1859744527,1859744539,1859744533",ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,PAIR WITH COMMENT,4
214,,20_2491430061_Integrata,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 07-13-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904857,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
215,,20_2491430049_Integrata,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 07-13-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897177,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
216,,1_2491400067_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 05-17-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769599,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
217,,1_2491400081_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 05-17-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772801,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
218,,4_2491400067_Integrata,OB,No-pair,wire,Integrata booked the wire transaction for SD 05-31-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769596,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
219,53_2491400081_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772796,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
220,157_2491400081_UBS,,OB,No-pair,swap cash flow,UBS  booked the swap cash flow transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772805,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
221,157_2491400067_UBS,,OB,No-pair,swap cash flow,UBS  booked the swap cash flow transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769608,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
222,53_2491400067_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769595,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
223,151_2491400081_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772799,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
224,88_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772812,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
225,151_2491400067_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769601,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
226,88_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769622,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
227,111_2491426014_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-07-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877303,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
228,242_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769607,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
229,242_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772833,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
230,76_2491430061_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 07-30-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904859,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
231,,15_2491430081_Integrata,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 07-14-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922419,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
232,,4_2491400081_Integrata,OB,No-pair,wire,Integrata booked the wire transaction for SD 05-31-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772816,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
233,165_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772911,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
234,59_2491400067_UBS,,OB,No-pair,swap cash flow,UBS  booked the swap cash flow transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769605,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
235,,41_2491430081_Integrata,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 07-14-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922420,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
236,93_2491430061_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 07-30-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904858,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
237,14_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-22-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772871,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
238,52_2491426014_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-30-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877368,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
239,59_2491400081_UBS,,OB,No-pair,swap cash flow,UBS  booked the swap cash flow transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772803,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
240,61_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769711,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
241,69_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769691,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
242,93_2491430049_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 07-30-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897178,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
243,64_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772903,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
244,,5_2491400081_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-01-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772872,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
245,3_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769663,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
246,5_2491400027_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-14-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744528,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
247,14_2491430061_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-13-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904912,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
248,13_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772861,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
249,163_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769684,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
250,58_2491426014_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-09-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877331,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
251,14_2491400027_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-14-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744541,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
252,76_2491430049_UBS,,OB,No-pair,dividend,UBS  booked the dividend transaction for SD 07-30-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897176,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
253,,16_2491430081_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-16-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859922452,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
254,,14_2491430049_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-15-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897188,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
255,8_2491430061_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-13-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904889,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
256,160_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772923,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
257,,46_2491400067_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 06-23-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769646,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
258,55_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772888,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
259,91_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772882,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
260,,21_2491430049_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-15-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897193,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
261,5_2491430049_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-13-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897211,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
262,4_2491426014_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-09-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877318,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
263,233_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-23-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769703,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
264,60_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772859,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
265,,13_2491430061_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-15-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904897,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
266,42_2491426014_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-13-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877355,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
267,3_2491430049_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-13-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897206,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
268,,45_2491400067_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 06-23-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769643,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
269,35_2491430061_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-14-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904892,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
270,63_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769659,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
271,,54_2491430049_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-15-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897202,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
272,155_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772845,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
273,,55_2491430061_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-15-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859904902,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
274,153_2491400067_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859769720,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
275,54_2491426014_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 07-30-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877370,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
276,,53_2491430049_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-15-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859897201,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
277,8_2491400027_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-14-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744545,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
278,,25_2491400027_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 06-16-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859744540,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
279,,17_2491426014_Integrata,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 07-13-2021. UBS  yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859877334,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
280,245_2491400081_UBS,,OB,No-pair,wire,UBS  booked the wire transaction for SD 06-21-2021. Integrata yet to book.,2491430081,393227302,2021-07-14 00:00:00+00:00,1859772924,,ML,249,,,,,Lombard Cash Recon,Lombard,2021-07-24 00:00:00+00:00,COMMENT,3
