,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,100_2491400081_Integrata,,1859772815,OB,UCB,Close,Close,,UBS,1859772815
1,100_2491400067_Integrata,,1859769598,OB,UCB,Close,Close,,UBS,1859769598
2,44_2491400081_Integrata,,1859772797,OB,UCB,Close,Close,,UBS,1859772797
3,44_2491400067_Integrata,,1859769610,OB,UCB,Close,Close,,UBS,1859769610
4,3_2491400081_Integrata,,1859772553,OB,UCB,Close,Close,,UBS,1859772553
5,3_2491400067_Integrata,,1859769354,OB,UCB,Close,Close,,UBS,1859769354
6,,75_2491400081_UBS,1859772814,OB,UCB,Close,Close,,UBS,1859772814
7,,75_2491400067_UBS,1859769603,OB,UCB,Close,Close,,UBS,1859769603
8,,200_2491400067_UBS,1859769370,OB,UCB,Close,Close,,UBS,1859769370
9,,71_2491400067_UBS,1859769602,OB,UCB,Close,Close,,UBS,1859769602
10,,71_2491400081_UBS,1859772806,OB,UCB,Close,Close,,UBS,1859772806
11,,226_2491400067_UBS,1859769621,OB,UCB,Close,Close,,UBS,1859769621
12,,226_2491400081_UBS,1859772825,OB,UCB,Close,Close,,UBS,1859772825
13,,83_2491400067_UBS,1859769362,OB,UCB,Close,Close,,UBS,1859769362
14,,83_2491400081_UBS,1859772565,OB,UCB,Close,Close,,UBS,1859772565
15,,234_2491400067_UBS,1859769360,OB,UCB,Close,Close,,UBS,1859769360
16,,70_2491400081_UBS,1859772800,OB,UCB,Close,Close,,UBS,1859772800
17,,239_2491400081_UBS,1859772576,OB,UCB,Close,Close,,UBS,1859772576
18,,241_2491400067_UBS,1859769378,OB,UCB,Close,Close,,UBS,1859769378
19,,234_2491400081_UBS,1859772574,OB,UCB,Close,Close,,UBS,1859772574
20,,239_2491400067_UBS,1859769377,OB,UCB,Close,Close,,UBS,1859769377
21,,240_2491400081_UBS,1859772572,OB,UCB,Close,Close,,UBS,1859772572
22,,241_2491400081_UBS,1859772577,OB,UCB,Close,Close,,UBS,1859772577
23,,70_2491400067_UBS,1859769597,OB,UCB,Close,Close,,UBS,1859769597
24,,240_2491400067_UBS,1859769374,OB,UCB,Close,Close,,UBS,1859769374
25,,80_2491400067_UBS,1859769356,OB,UCB,Close,Close,,UBS,1859769356
26,,80_2491400081_UBS,1859772555,OB,UCB,Close,Close,,UBS,1859772555
27,,179_2491400067_UBS,1859769611,OB,UCB,Close,Close,,UBS,1859769611
28,,179_2491400081_UBS,1859772804,OB,UCB,Close,Close,,UBS,1859772804
29,,238_2491400081_UBS,1859772571,OB,UCB,Close,Close,,UBS,1859772571
30,,85_2491400081_UBS,1859772566,OB,UCB,Close,Close,,UBS,1859772566
31,,238_2491400067_UBS,1859769373,OB,UCB,Close,Close,,UBS,1859769373
32,,76_2491400067_UBS,1859769613,OB,UCB,Close,Close,,UBS,1859769613
33,,85_2491400067_UBS,1859769375,OB,UCB,Close,Close,,UBS,1859769375
34,,76_2491400081_UBS,1859772826,OB,UCB,Close,Close,,UBS,1859772826
35,,227_2491400067_UBS,1859769631,OB,UCB,Close,Close,,UBS,1859769631
36,,196_2491400067_UBS,1859769363,OB,UCB,Close,Close,,UBS,1859769363
37,,227_2491400081_UBS,1859772802,OB,UCB,Close,Close,,UBS,1859772802
38,,196_2491400081_UBS,1859772561,OB,UCB,Close,Close,,UBS,1859772561
39,,182_2491400067_UBS,1859769612,OB,UCB,Close,Close,,UBS,1859769612
40,,225_2491400067_UBS,1859769625,OB,UCB,Close,Close,,UBS,1859769625
41,,180_2491400067_UBS,1859769623,OB,UCB,Close,Close,,UBS,1859769623
42,,195_2491400081_UBS,1859772554,OB,UCB,Close,Close,,UBS,1859772554
43,,225_2491400081_UBS,1859772819,OB,UCB,Close,Close,,UBS,1859772819
44,,195_2491400067_UBS,1859769359,OB,UCB,Close,Close,,UBS,1859769359
45,,182_2491400081_UBS,1859772818,OB,UCB,Close,Close,,UBS,1859772818
46,,180_2491400081_UBS,1859772807,OB,UCB,Close,Close,,UBS,1859772807
47,,86_2491400081_UBS,1859772556,OB,UCB,Close,Close,,UBS,1859772556
48,,72_2491400081_UBS,1859772808,OB,UCB,Close,Close,,UBS,1859772808
49,,86_2491400067_UBS,1859769357,OB,UCB,Close,Close,,UBS,1859769357
50,,72_2491400067_UBS,1859769609,OB,UCB,Close,Close,,UBS,1859769609
51,,230_2491400081_UBS,1859772829,OB,UCB,Close,Close,,UBS,1859772829
52,,230_2491400067_UBS,1859769632,OB,UCB,Close,Close,,UBS,1859769632
53,,236_2491400081_UBS,1859772569,OB,UCB,Close,Close,,UBS,1859772569
54,,236_2491400067_UBS,1859769372,OB,UCB,Close,Close,,UBS,1859769372
55,,197_2491400067_UBS,1859769368,OB,UCB,Close,Close,,UBS,1859769368
56,,197_2491400081_UBS,1859772559,OB,UCB,Close,Close,,UBS,1859772559
57,,181_2491400081_UBS,1859772798,OB,UCB,Close,Close,,UBS,1859772798
58,,181_2491400067_UBS,1859769624,OB,UCB,Close,Close,,UBS,1859769624
59,,199_2491400067_UBS,1859769371,OB,UCB,Close,Close,,UBS,1859769371
60,,73_2491400081_UBS,1859772810,OB,UCB,Close,Close,,UBS,1859772810
61,,199_2491400081_UBS,1859772573,OB,UCB,Close,Close,,UBS,1859772573
62,,73_2491400067_UBS,1859769615,OB,UCB,Close,Close,,UBS,1859769615
63,,198_2491400081_UBS,1859772564,OB,UCB,Close,Close,,UBS,1859772564
64,,198_2491400067_UBS,1859769369,OB,UCB,Close,Close,,UBS,1859769369
65,,202_2491400081_UBS,1859772567,OB,UCB,Close,Close,,UBS,1859772567
66,,202_2491400067_UBS,1859769367,OB,UCB,Close,Close,,UBS,1859769367
67,,184_2491400067_UBS,1859769628,OB,UCB,Close,Close,,UBS,1859769628
68,,201_2491400081_UBS,1859772560,OB,UCB,Close,Close,,UBS,1859772560
69,,184_2491400081_UBS,1859772824,OB,UCB,Close,Close,,UBS,1859772824
70,,201_2491400067_UBS,1859769361,OB,UCB,Close,Close,,UBS,1859769361
71,,178_2491400067_UBS,1859769604,OB,UCB,Close,Close,,UBS,1859769604
72,,183_2491400067_UBS,1859769618,OB,UCB,Close,Close,,UBS,1859769618
73,,74_2491400067_UBS,1859769620,OB,UCB,Close,Close,,UBS,1859769620
74,,183_2491400081_UBS,1859772828,OB,UCB,Close,Close,,UBS,1859772828
75,,178_2491400081_UBS,1859772830,OB,UCB,Close,Close,,UBS,1859772830
76,,87_2491400081_UBS,1859772562,OB,UCB,Close,Close,,UBS,1859772562
77,,74_2491400081_UBS,1859772817,OB,UCB,Close,Close,,UBS,1859772817
78,,87_2491400067_UBS,1859769364,OB,UCB,Close,Close,,UBS,1859769364
79,,237_2491400081_UBS,1859772575,OB,UCB,Close,Close,,UBS,1859772575
80,,237_2491400067_UBS,1859769376,OB,UCB,Close,Close,,UBS,1859769376
81,,77_2491400081_UBS,1859772822,OB,UCB,Close,Close,,UBS,1859772822
82,,77_2491400067_UBS,1859769619,OB,UCB,Close,Close,,UBS,1859769619
83,,235_2491400067_UBS,1859769365,OB,UCB,Close,Close,,UBS,1859769365
84,,84_2491400081_UBS,1859772558,OB,UCB,Close,Close,,UBS,1859772558
85,,235_2491400081_UBS,1859772570,OB,UCB,Close,Close,,UBS,1859772570
86,,84_2491400067_UBS,1859769358,OB,UCB,Close,Close,,UBS,1859769358
87,,231_2491400067_UBS,1859769633,OB,UCB,Close,Close,,UBS,1859769633
88,,229_2491400081_UBS,1859772811,OB,UCB,Close,Close,,UBS,1859772811
89,,161_2491430304_UBS,1860080249,OB,UCB,Close,Close,,UBS,1860080249
90,,229_2491400067_UBS,1859769629,OB,UCB,Close,Close,,UBS,1859769629
91,,220_2491400081_UBS,1859772813,OB,UCB,Close,Close,,UBS,1859772813
92,,220_2491400067_UBS,1859769600,OB,UCB,Close,Close,,UBS,1859769600
93,,82_2491400067_UBS,1859769355,OB,UCB,Close,Close,,UBS,1859769355
94,,82_2491400081_UBS,1859772557,OB,UCB,Close,Close,,UBS,1859772557
95,,231_2491400081_UBS,1859772832,OB,UCB,Close,Close,,UBS,1859772832
96,,224_2491400081_UBS,1859772827,OB,UCB,Close,Close,,UBS,1859772827
97,,224_2491400067_UBS,1859769616,OB,UCB,Close,Close,,UBS,1859769616
98,,81_2491400067_UBS,1859769366,OB,UCB,Close,Close,,UBS,1859769366
99,,222_2491400081_UBS,1859772823,OB,UCB,Close,Close,,UBS,1859772823
100,,222_2491400067_UBS,1859769626,OB,UCB,Close,Close,,UBS,1859769626
101,,81_2491400081_UBS,1859772563,OB,UCB,Close,Close,,UBS,1859772563
102,,200_2491400081_UBS,1859772568,OB,UCB,Close,Close,,UBS,1859772568
103,,185_2491400081_UBS,1859772809,OB,UCB,Close,Close,,UBS,1859772809
104,,185_2491400067_UBS,1859769627,OB,UCB,Close,Close,,UBS,1859769627
105,,159_2491430304_UBS,1860080248,OB,UCB,Close,Close,,UBS,1860080248
106,,228_2491400081_UBS,1859772820,OB,UCB,Close,Close,,UBS,1859772820
