,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
74,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
75,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
225,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
231,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
289,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
292,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
315,5_4551472558_Integrata,,2096947608,OB,UCB,Close,Close,
317,5_4551470098_Integrata,,1860358615,OB,UCB,Close,Close,
402,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
406,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
461,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
464,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
494,9_4551470167_Integrata,,1860384572,OB,UCB,Close,Close,
497,9_4551474527_Integrata,,2099546418,OB,UCB,Close,Close,
570,1_4551472558_Integrata,,2096947606,OB,UCB,Close,Close,
572,1_4551470098_Integrata,,1860358613,OB,UCB,Close,Close,
622,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
628,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
763,13_4551470211_Integrata,,1860414372,OB,UCB,Close,Close,
764,13_4551476455_Integrata,,2102089166,OB,UCB,Close,Close,
766,15_4551470211_Integrata,,1860414374,OB,UCB,Close,Close,
767,15_4551476455_Integrata,,2102089169,OB,UCB,Close,Close,
769,64_4551470211_Integrata,,1860414376,OB,UCB,Close,Close,
770,64_4551476455_Integrata,,2102089171,OB,UCB,Close,Close,
1576,,1_4551470211_CACEIS,1860414383,OB,UCB,Close,Close,
1582,,1_4551476455_CACEIS,2102089149,OB,UCB,Close,Close,
1648,,1_4551470098_CACEIS,1860358617,OB,UCB,Close,Close,
1653,,1_4551472558_CACEIS,2096947610,OB,UCB,Close,Close,
1934,,4_4551470098_CACEIS,1860358622,OB,UCB,Close,Close,
1936,,4_4551472558_CACEIS,2096947615,OB,UCB,Close,Close,
2178,,2_4551470211_CACEIS,1860414385,OB,UCB,Close,Close,
2185,,2_4551476455_CACEIS,2102089152,OB,UCB,Close,Close,
2915,,5_4551470211_CACEIS,1860414387,OB,UCB,Close,Close,
