,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,,3_2491470440_Bank of America Merrill Lynch,1860553402,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860553402
1,,4_2491470440_Bank of America Merrill Lynch,1860553403,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860553403
2,,14_2491470412_Bank of America Merrill Lynch,1860527353,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860527353
3,,13_2491470412_Bank of America Merrill Lynch,1860527352,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860527352
4,,12_2491470412_Bank of America Merrill Lynch,1860527351,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860527351
5,,4_2491470412_Bank of America Merrill Lynch,1860527343,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860527343
6,,1_2491470440_Bank of America Merrill Lynch,1860553400,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860553400
7,,2_2491470440_Bank of America Merrill Lynch,1860553401,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860553401
8,,1_2491470412_Bank of America Merrill Lynch,1860527340,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860527340
9,,1_2491501947_Bank of America Merrill Lynch,2135670427,OB,UCB,Close,Close,,Bank of America Merrill Lynch,2135670427
10,,2_2491470412_Bank of America Merrill Lynch,1860527341,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860527341
11,,3_2491470412_Bank of America Merrill Lynch,1860527342,OB,UCB,Close,Close,,Bank of America Merrill Lynch,1860527342
12,,3_2491501947_Bank of America Merrill Lynch,2135670426,OB,UCB,Close,Close,,Bank of America Merrill Lynch,2135670426
13,,9_330824_Bank of America Merrill Lynch,476854873,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 03-12-2019. Integrata yet to book.,Bank Of America ,476854873
14,,10_330824_Bank of America Merrill Lynch,476854874,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 03-12-2019. Integrata yet to book.,Bank Of America ,476854874
15,,11_330824_Bank of America Merrill Lynch,476854875,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 03-12-2019. Integrata yet to book.,Bank Of America ,476854875
16,,8_330824_Bank of America Merrill Lynch,476854871,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 03-12-2019. Integrata yet to book.,Bank Of America ,476854871
17,3_249389399_Integrata,,563926312,OB,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 05-02-2019. Bank Of America  yet to book.,Bank Of America ,563926312
18,1_249389399_Integrata,,563926313,OB,OB,No-pair,dividend,Integrata booked the dividend transaction for SD 05-02-2019. Bank Of America  yet to book.,Bank Of America ,563926313
19,,21_249906861_Bank of America Merrill Lynch,1346451808,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 06-22-2020. Integrata yet to book.,Bank Of America ,1346451808
20,,5_249621047_Bank of America Merrill Lynch,937423109,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 11-07-2019. Integrata yet to book.,Bank Of America ,937423109
21,,26_2491194376_Bank of America Merrill Lynch,1727006329,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 01-20-2021. Integrata yet to book.,Bank Of America ,1727006329
22,,16_304870_Bank of America Merrill Lynch,431605970,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 02-20-2019. Integrata yet to book.,Bank Of America ,431605970
23,,6_249458885_Bank of America Merrill Lynch,664203215,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 07-02-2019. Integrata yet to book.,Bank Of America ,664203215
24,,5_2491034735_Bank of America Merrill Lynch,1515563080,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 09-23-2020. Integrata yet to book.,Bank Of America ,1515563080
25,,46_2491114304_Bank of America Merrill Lynch,1620406973,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 11-20-2020. Integrata yet to book.,Bank Of America ,1620406973
26,,14_2491236956_Bank of America Merrill Lynch,1785143243,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 02-22-2021. Integrata yet to book.,Bank Of America ,1785143243
27,,5_2491027218_Bank of America Merrill Lynch,1505159063,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 09-17-2020. Integrata yet to book.,Bank Of America ,1505159063
28,,64_2491069620_Bank of America Merrill Lynch,1561293841,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 10-20-2020. Integrata yet to book.,Bank Of America ,1561293841
29,,33_249595648_Bank of America Merrill Lynch,892290308,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 10-21-2019. Integrata yet to book.,Bank Of America ,892290308
30,,18_249374768_Bank of America Merrill Lynch,543691182,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 04-23-2019. Integrata yet to book.,Bank Of America ,543691182
31,,95_2491029069_Bank of America Merrill Lynch,1507710199,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 09-21-2020. Integrata yet to book.,Bank Of America ,1507710199
32,,31_249825689_Bank of America Merrill Lynch,1239029755,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 04-20-2020. Integrata yet to book.,Bank Of America ,1239029755
33,,92_2491029069_Bank of America Merrill Lynch,1507710207,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 09-21-2020. Integrata yet to book.,Bank Of America ,1507710207
34,,33_249987815_Bank of America Merrill Lynch,1453032767,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 08-20-2020. Integrata yet to book.,Bank Of America ,1453032767
35,,3_314676_Bank of America Merrill Lynch,449250601,OB,OB,No-pair,expenses month end interest,Bank Of America  booked the expenses month end interest transaction for SD 02-28-2019. Integrata yet to book.,Bank Of America ,449250601
36,,68_335811_Bank of America Merrill Lynch,483191683,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 03-20-2019. Integrata yet to book.,Bank Of America ,483191683
37,,16_249788076_Bank of America Merrill Lynch,1191199114,OB,OB,No-pair,swap cash flow,Bank Of America  booked the swap cash flow transaction for SD 03-20-2020. Integrata yet to book.,Bank Of America ,1191199114
38,,9_352144_Bank of America Merrill Lynch,508550419,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 04-01-2019. Integrata yet to book.,Bank Of America ,508550419
39,,23_249392670_Bank of America Merrill Lynch,568455989,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 05-03-2019. Integrata yet to book.,Bank Of America ,568455989
40,,11_249481042_Bank of America Merrill Lynch,699388673,OB,OB,No-pair,wire,Bank Of America  booked the wire transaction for SD 07-22-2019. Integrata yet to book.,Bank Of America ,699388673
