,Fund,Custodian Account,Pos_security,Currency,Pos_Desc,pos_qnt_diff,Local Price Diff,Local MV Diff,Ticker1,col_to_merge
128,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,AUD,AUST 10Y BOND FUT SEP21,0,0.0,9.56,xmu1,NEFU_FIFTY_SEVEN_00799760AUDxmu1
129,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,SGX CNX NIFTY ETS AUG21,0,0.0,2294.0,ihq1,NEFU_FIFTY_SEVEN_00799769USDihq1
130,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,SGD,MSCI SING IX ETS  Aug21,0,0.0,-2230.0,qzq1,NEFU_FIFTY_SEVEN_00799803SGDqzq1
131,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799802,Futures,USD,US 10YR NOTE (CBT SEP21,0,0.0,0.01,tyu1,NEFU_FIFTY_SEVEN_00799802USDtyu1
132,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,USD,US 10YR NOTE (CBT SEP21,0,0.0,140.65,tyu1,NEFU_FIFTY_SEVEN_00799803USDtyu1
133,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,USD,FTSE CHINA A50    Aug21,0,0.0,59294.0,xuq1,NEFU_FIFTY_SEVEN_00799803USDxuq1
134,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,US LONG BOND(CBT) SEP21,0,0.0,375.0,usu1,NEFU_FIFTY_SEVEN_00799762USDusu1
135,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799764,Futures,USD,US LONG BOND(CBT) SEP21,0,0.0,-0.5,usu1,NEFU_FIFTY_SEVEN_00799764USDusu1
136,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,AUD,AUST 10Y BOND FUT SEP21,0,0.0,0.12,xmu1,NEFU_FIFTY_SEVEN_00799803AUDxmu1
137,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,AUD,SPI 200 FUTURES   Sep21,0,0.0,-4775.0,xpu1,NEFU_FIFTY_SEVEN_00799769AUDxpu1
138,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,SOYBEAN MEAL FUTR DEC21,0,0.0,880.0,smz1,NEFU_FIFTY_SEVEN_00799762USDsmz1
139,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,AUD,SPI 200 FUTURES   Sep21,0,0.0,-27950.0,xpu1,NEFU_FIFTY_SEVEN_00799803AUDxpu1
140,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,SGD,MSCI SING IX ETS  Aug21,0,0.0,8025.0,qzq1,NEFU_FIFTY_SEVEN_00799762SGDqzq1
141,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,BRENT CRUDE FUTR  Oct21,0,0.0,0.0,cov1,NEFU_FIFTY_SEVEN_00799762USDcov1
142,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,BRENT CRUDE FUTR  Oct21,0,0.0,0.0,cov1,NEFU_FIFTY_SEVEN_00799769USDcov1
143,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,S&P MID 400 EMINI SEP21,0,0.0,0.0,fau1,NEFU_FIFTY_SEVEN_00799769USDfau1
144,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,NASDAQ 100 E-MINI SEP21,0,0.0,0.0,nqu1,NEFU_FIFTY_SEVEN_00799760USDnqu1
145,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799764,Futures,USD,NASDAQ 100 E-MINI SEP21,0,0.0,0.0,nqu1,NEFU_FIFTY_SEVEN_00799764USDnqu1
146,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,NASDAQ 100 E-MINI SEP21,0,0.0,0.0,nqu1,NEFU_FIFTY_SEVEN_00799769USDnqu1
147,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,CAD,S&P/TSX 60 IX FUT SEP21,0,0.0,0.0,ptu1,NEFU_FIFTY_SEVEN_00799769CADptu1
148,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,S&P500 EMINI FUT  Sep21,0,0.0,0.0,esu1,NEFU_FIFTY_SEVEN_00799760USDesu1
149,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,E-Mini Russ 2000  Sep21,0,0.0,0.0,rtyu1,NEFU_FIFTY_SEVEN_00799769USDrtyu1
150,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799811,Futures,USD,E-Mini Russ 2000  Sep21,0,0.0,0.0,rtyu1,NEFU_FIFTY_SEVEN_00799811USDrtyu1
151,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799802,Futures,USD,S&P500 EMINI FUT  Sep21,0,0.0,0.0,esu1,NEFU_FIFTY_SEVEN_00799802USDesu1
152,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,GAS OIL FUT (ICE) AUG21,0,0.0,0.0,qsq1,NEFU_FIFTY_SEVEN_00799762USDqsq1
153,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799764,Futures,USD,E-Mini Russ 2000  Sep21,0,0.0,0.0,rtyu1,NEFU_FIFTY_SEVEN_00799764USDrtyu1
154,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799802,Futures,USD,CBOE VIX FUTURE   Oct21,0,0.0,0.0,uxv1,NEFU_FIFTY_SEVEN_00799802USDuxv1
155,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799802,Futures,USD,CBOE VIX FUTURE   Nov21,0,0.0,0.0,uxx1,NEFU_FIFTY_SEVEN_00799802USDuxx1
156,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,BRENT FIN LAST DA OCT21,0,0.0,0.0,bzav1,NEFU_FIFTY_SEVEN_00799760USDbzav1
157,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,EURO FX CURR FUT  Sep21,0,0.0,0.0,ecu1 curncy,NEFU_FIFTY_SEVEN_00799769USDecu1 curncy
158,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,CORN FUTURE       Dec21,0,0.0,0.0,c z1,NEFU_FIFTY_SEVEN_00799760USDc z1
159,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,CORN FUTURE       Dec21,0,0.0,0.0,c z1,NEFU_FIFTY_SEVEN_00799762USDc z1
160,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,90DAY EURO$ FUTR  Sep21,0,0.0,0.0,edu1,NEFU_FIFTY_SEVEN_00799760USDedu1
161,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,WTI CRUDE FUTURE  Oct21,0,0.0,0.0,clv1,NEFU_FIFTY_SEVEN_00799762USDclv1
162,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,GOLD 100 OZ FUTR  Oct21,0,0.0,0.0,gcv1,NEFU_FIFTY_SEVEN_00799769USDgcv1
163,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,GOLD 100 OZ FUTR  Dec21,0,0.0,0.0,gcz1,NEFU_FIFTY_SEVEN_00799762USDgcz1
164,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,GLOBEX NAT GAS LD SEP21,0,0.0,0.0,iwu1,NEFU_FIFTY_SEVEN_00799760USDiwu1
165,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,PALLADIUM FUTURE  Sep21,0,0.0,0.0,pau1,NEFU_FIFTY_SEVEN_00799769USDpau1
166,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,PLATINUM FUTURE   Oct21,0,0.0,0.0,plv1,NEFU_FIFTY_SEVEN_00799760USDplv1
167,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,PLATINUM FUTURE   Oct21,0,0.0,0.0,plv1,NEFU_FIFTY_SEVEN_00799769USDplv1
168,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,SOYBEAN FUTURE    Nov21,0,0.0,0.0,s x1,NEFU_FIFTY_SEVEN_00799760USDs x1
169,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,WTI CRUDE FUTURE  Sep21,0,0.0,0.0,clu1,NEFU_FIFTY_SEVEN_00799762USDclu1
170,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,WTI CRUDE FUTURE  Sep21,0,0.0,0.0,clu1,NEFU_FIFTY_SEVEN_00799769USDclu1
171,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,WHEAT FUTURE(CBT) SEP21,0,0.0,0.0,w u1,NEFU_FIFTY_SEVEN_00799760USDw u1
172,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,WHEAT FUTURE(CBT) SEP21,0,0.0,0.0,w u1,NEFU_FIFTY_SEVEN_00799762USDw u1
173,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,WHEAT FUTURE(CBT) SEP21,0,0.0,0.0,w u1,NEFU_FIFTY_SEVEN_00799769USDw u1
174,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,US ULTRA BOND (CBT) SEP21,0,0.0,0.0,wnu1,NEFU_FIFTY_SEVEN_00799760USDwnu1
175,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,USD,US ULTRA BOND (CBT) SEP21,0,0.0,0.0,wnu1,NEFU_FIFTY_SEVEN_00799803USDwnu1
176,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,SGX CNX NIFTY ETS AUG21,0,0.0,0.0,ihq1,NEFU_FIFTY_SEVEN_00799760USDihq1
177,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,SGX CNX NIFTY ETS AUG21,0,0.0,0.0,ihq1,NEFU_FIFTY_SEVEN_00799762USDihq1
178,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,USD,SGX CNX NIFTY ETS AUG21,0,0.0,0.0,ihq1,NEFU_FIFTY_SEVEN_00799803USDihq1
179,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,FTSE TAIWAN INDEX AUG21,0,0.0,0.0,twtq1,NEFU_FIFTY_SEVEN_00799760USDtwtq1
180,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,FTSE TAIWAN INDEX AUG21,0,0.0,0.0,twtq1,NEFU_FIFTY_SEVEN_00799762USDtwtq1
181,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,FTSE CHINA A50    Aug21,0,0.0,0.0,xuq1,NEFU_FIFTY_SEVEN_00799769USDxuq1
182,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,US LONG BOND(CBT) SEP21,0,0.0,0.0,usu1,NEFU_FIFTY_SEVEN_00799760USDusu1
183,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799803,Futures,USD,US LONG BOND(CBT) SEP21,0,0.0,0.0,usu1,NEFU_FIFTY_SEVEN_00799803USDusu1
184,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,DJIA MINI E-CBOT SEP21,0,-34648.02,0.0,dmu1,NEFU_FIFTY_SEVEN_00799760USDdmu1
185,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,DJIA MINI E-CBOT SEP21,0,-34648.02,0.0,dmu1,NEFU_FIFTY_SEVEN_00799769USDdmu1
186,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,C$ CURRENCY FUT   Sep21,0,78.9624,0.0,cdu1 curncy,NEFU_FIFTY_SEVEN_00799769USDcdu1 curncy
187,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,SOYBEAN OIL FUTR  Dec21,0,61.182,0.0,boz1,NEFU_FIFTY_SEVEN_00799769USDboz1
188,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,BP CURRENCY FUT   Sep21,0,137.7783,0.0,bpu1 curncy,NEFU_FIFTY_SEVEN_00799769USDbpu1 curncy
189,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,COPPER FUTURE     Sep21,0,434.214,0.0,hgu1,NEFU_FIFTY_SEVEN_00799760USDhgu1
190,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,HKD,HANG SENG IDX FUT AUG21,0,-25794.45,0.0,hiq1,NEFU_FIFTY_SEVEN_00799769HKDhiq1
191,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,NY HARB ULSD FUT SEP21,0,210.5136,0.0,hou1,NEFU_FIFTY_SEVEN_00799762USDhou1
192,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,JPY,NIKKEI 225  (SGX) Sep21,0,-27294.3,0.0,niu1,NEFU_FIFTY_SEVEN_00799760JPYniu1
193,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,LIVE CATTLE FUTR  Oct21,0,126.8685,0.0,lcv1,NEFU_FIFTY_SEVEN_00799760USDlcv1
194,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799760,Futures,USD,LEAN HOGS FUTURE  Oct21,0,90.4612,0.0,lhv1,NEFU_FIFTY_SEVEN_00799760USDlhv1
195,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,MEXICAN PESO FUT  Sep21,0,49.95,0.0,peu1 curncy,NEFU_FIFTY_SEVEN_00799769USDpeu1 curncy
196,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,CHF CURRENCY FUT  Sep21,0,109.6128,0.0,sfu1 curncy,NEFU_FIFTY_SEVEN_00799769USDsfu1 curncy
197,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,NEW ZEALAND $ FUT SEP21,0,69.4386,0.0,nvu1 curncy,NEFU_FIFTY_SEVEN_00799769USDnvu1 curncy
198,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,NIKKEI 225  (CME) SEP21,0,-24916.5,0.0,nxu1,NEFU_FIFTY_SEVEN_00799769USDnxu1
199,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799762,Futures,USD,GASOLINE RBOB FUT SEP21,0,224.8092,0.0,xbu1,NEFU_FIFTY_SEVEN_00799762USDxbu1
200,FIFTY_SEVEN,NEFU_FIFTY_SEVEN_00799769,Futures,USD,GASOLINE RBOB FUT SEP21,0,224.8092,0.0,xbu1,NEFU_FIFTY_SEVEN_00799769USDxbu1
0,FIFTY_SEVENCAY,NEFU_FIFTY_SEVENCAY_00799777,Futures,CHF,SWISS MKT IX FUTR SEP21,0,0.0,1810.0,smu1,NEFU_FIFTY_SEVENCAY_00799777CHFsmu1
1,FIFTY_SEVENCAY,NEFU_FIFTY_SEVENCAY_00799778,Futures,CHF,SWISS MKT IX FUTR SEP21,0,0.0,280.0,smu1,NEFU_FIFTY_SEVENCAY_00799778CHFsmu1
2,FIFTY_SEVENCAY,NEFU_FIFTY_SEVENCAY_00799775,Futures,CHF,SWISS MKT IX FUTR SEP21,0,0.0,6030.0,smu1,NEFU_FIFTY_SEVENCAY_00799775CHFsmu1
