,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
58,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
65,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
278,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
281,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
719,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
724,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
730,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
735,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
787,2_4551470300_Integrata,,1860500566,OB,UCB,Close,Close,
788,2_4551498551_Integrata,,2131317948,OB,UCB,Close,Close,
1782,,1_4551470300_CACEIS,1860500571,OB,UCB,Close,Close,
1797,,1_4551498551_CACEIS,2131317952,OB,UCB,Close,Close,
2219,,2_4551470300_CACEIS,1860500572,OB,UCB,Close,Close,
2234,,2_4551498551_CACEIS,2131317965,OB,UCB,Close,Close,
3324,,3_4551470300_CACEIS,1860500573,OB,UCB,Close,Close,
3332,,3_4551498551_CACEIS,2131317970,OB,UCB,Close,Close,
11801,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
11806,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
14937,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
14941,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
15002,,4_4551498551_CACEIS,2131317956,OB,UCB,Close,Close,
15005,,38_4551498551_CACEIS,2131317979,OB,UCB,Close,Close,
15275,,5_4551470300_CACEIS,1860500574,OB,UCB,Close,Close,
15278,,5_4551498551_CACEIS,2131317960,OB,UCB,Close,Close,
15289,,39_4551470300_CACEIS,1860500575,OB,UCB,Close,Close,
15296,,39_4551498551_CACEIS,2131317980,OB,UCB,Close,Close,
16751,,7_4551470300_CACEIS,1860500583,OB,UCB,Close,Close,
16753,,7_4551498551_CACEIS,2131317964,OB,UCB,Close,Close,
16754,,4_4551470300_CACEIS,1860500585,OB,UCB,Close,Close,
16755,,41_4551470300_CACEIS,1860500582,OB,UCB,Close,Close,
16756,,41_4551498551_CACEIS,2131317983,OB,UCB,Close,Close,
16758,,6_4551470300_CACEIS,1860500587,OB,UCB,Close,Close,
16759,,6_4551498551_CACEIS,2131317969,OB,UCB,Close,Close,
16760,,42_4551470300_CACEIS,1860500588,OB,UCB,Close,Close,
16761,,42_4551498551_CACEIS,2131317984,OB,UCB,Close,Close,
16762,,34_4551470300_CACEIS,1860500589,OB,UCB,Close,Close,
16763,,34_4551498551_CACEIS,2131317955,OB,UCB,Close,Close,
16765,,44_4551470300_CACEIS,1860500591,OB,UCB,Close,Close,
16766,,44_4551498551_CACEIS,2131317986,OB,UCB,Close,Close,
16767,,36_4551470300_CACEIS,1860500592,OB,UCB,Close,Close,
16768,,36_4551498551_CACEIS,2131317958,OB,UCB,Close,Close,
16771,,43_4551470300_CACEIS,1860500595,OB,UCB,Close,Close,
16772,,43_4551498551_CACEIS,2131317963,OB,UCB,Close,Close,
16775,,35_4551470300_CACEIS,1860500598,OB,UCB,Close,Close,
16776,,35_4551498551_CACEIS,2131317971,OB,UCB,Close,Close,
16779,,40_4551470300_CACEIS,1860500601,OB,UCB,Close,Close,
16780,,40_4551498551_CACEIS,2131317975,OB,UCB,Close,Close,
16783,,37_4551470300_CACEIS,1860500604,OB,UCB,Close,Close,
16784,,37_4551498551_CACEIS,2131317977,OB,UCB,Close,Close,
16787,,38_4551470300_CACEIS,1860500607,OB,UCB,Close,Close,
