,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
1786,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
1789,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
3462,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
3466,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
3476,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
5024,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
10393,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
12198,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
12204,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
12211,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
13928,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
13935,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
16427,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
16428,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
16433,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
16434,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
