,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
745,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
754,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
940,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
951,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
1533,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
1568,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
1602,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
1638,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
1857,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
1921,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
2636,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
2817,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
