,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
1416,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
1418,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
1483,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
1510,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
4109,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
4112,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
6925,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
9962,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
9969,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
9973,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
13764,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
13789,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
14352,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
14382,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
14390,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
14394,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
