,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
120,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
134,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
438,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
552,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
3198,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
3431,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
13468,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
13502,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
13792,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
15410,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
