,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns,ViewData.BreakID,ViewData.Task ID,ViewData.Source Combination Code,BusinessDate
0,,75_2491501674_Barclays,2135469100,OB,UCB,Close,Close,,Barclays,2135469100,2135469100,2491501674,752297024,2021-08-31
1,,73_2491501674_Barclays,2135469108,OB,UCB,Close,Close,,Barclays,2135469108,2135469108,2491501674,752297024,2021-08-31
2,,67_2491501674_Barclays,2135469099,OB,UCB,Close,Close,,Barclays,2135469099,2135469099,2491501674,752297024,2021-08-31
3,,72_2491501674_Barclays,2135469110,OB,UCB,Close,Close,,Barclays,2135469110,2135469110,2491501674,752297024,2021-08-31
4,,74_2491501674_Barclays,2135469114,OB,UCB,Close,Close,,Barclays,2135469114,2135469114,2491501674,752297024,2021-08-31
5,,68_2491501674_Barclays,2135469103,OB,UCB,Close,Close,,Barclays,2135469103,2135469103,2491501674,752297024,2021-08-31
6,,71_2491501674_Barclays,2135469111,OB,UCB,Close,Close,,Barclays,2135469111,2135469111,2491501674,752297024,2021-08-31
7,,70_2491501674_Barclays,2135469105,OB,UCB,Close,Close,,Barclays,2135469105,2135469105,2491501674,752297024,2021-08-31
8,,91_249897582_Barclays,1334014179,OB,UCB,Close,Close,,Barclays,1334014179,1334014179,2491501674,752297024,2021-08-31
9,,64_2491499769_Barclays,2133139452,OB,UCB,Close,Close,,Barclays,2133139452,2133139452,2491501674,752297024,2021-08-31
10,,96_249897582_Barclays,1334014138,OB,UCB,Close,Close,,Barclays,1334014138,1334014138,2491501674,752297024,2021-08-31
11,,90_249897582_Barclays,1334014148,OB,UCB,Close,Close,,Barclays,1334014148,1334014148,2491501674,752297024,2021-08-31
12,,22_2491499769_Barclays,2133139403,OB,UCB,Close,Close,,Barclays,2133139403,2133139403,2491501674,752297024,2021-08-31
13,,63_2491501674_Barclays,2135469143,OB,UCB,Close,Close,,Barclays,2135469143,2135469143,2491501674,752297024,2021-08-31
14,,21_2491501674_Barclays,2135469158,OB,UCB,Close,Close,,Barclays,2135469158,2135469158,2491501674,752297024,2021-08-31
15,"49_2491191305_Integrata,50_2491191305_Integrata","121_2491191305_Barclays,118_2491191305_Barclays","1722559131,1722559150,1722559127,1722559138","['OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays,1722559131,1722559131,2491501674,752297024,2021-08-31
16,45_2491154890_Integrata,91_2491160587_Barclays,"1674649961,1682323661","['OB', 'OB']",UMR,UMR,match,match,Barclays,1674649961,1674649961,2491501674,752297024,2021-08-31
17,48_2491154890_Integrata,96_2491160587_Barclays,"1674649970,1682323680","['OB', 'OB']",UMR,UMR,match,match,Barclays,1674649970,1674649970,2491501674,752297024,2021-08-31
18,"53_2491196371_Integrata,45_2491141167_Integrata,52_2491196371_Integrata,53_2491187506_Integrata",87_2491147983_Barclays,"1729609774,1656571434,1729609785,1717473914,1664922824","['OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays,1729609774,1729609774,2491501674,752297024,2021-08-31
19,"56_2491196371_Integrata,50_2491196371_Integrata,48_2491198518_Integrata",85_2491198518_Barclays,"1732102746,1729609760,1729609762,1732102725","['OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,Barclays,1732102746,1732102746,2491501674,752297024,2021-08-31
