,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
89,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
92,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
468,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
472,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
475,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
482,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
614,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
619,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
1935,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
1940,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
8648,,6_4551470297_CACEIS,1860499521,OB,UCB,Close,Close,
8678,,6_4551497264_CACEIS,2129731371,OB,UCB,Close,Close,
9401,,7_4551470297_CACEIS,1860499522,OB,UCB,Close,Close,
9413,,7_4551497264_CACEIS,2129731372,OB,UCB,Close,Close,
9539,3_4551470297_Integrata,,1860499524,OB,UCB,Close,Close,
9550,3_4551497264_Integrata,,2129731368,OB,UCB,Close,Close,
12425,,11_4551470297_CACEIS,1860499526,OB,UCB,Close,Close,
12440,,11_4551497264_CACEIS,2129731373,OB,UCB,Close,Close,
12845,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
12849,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
13893,,12_4551470297_CACEIS,1860499528,OB,UCB,Close,Close,
13902,,12_4551497264_CACEIS,2129731374,OB,UCB,Close,Close,
