,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen,first_non_null_breakid_in_breakid_columns
0,1_249474362_Integrata,,688147442,OB,OB,No-pair,interest,Integrata booked the interest transaction for SD 07-15-2019. BNP  yet to book.,BNP ,688147442
1,,1_324425_BNP Paribas,466259843,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 03-08-2019. Integrata yet to book.,BNP ,466259843
2,,2_249728415_BNP Paribas,1109716555,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 02-03-2020. Integrata yet to book.,BNP ,1109716555
3,,1_316322_BNP Paribas,452464598,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 03-01-2019. Integrata yet to book.,BNP ,452464598
4,,1_249728415_BNP Paribas,1109716554,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 02-03-2020. Integrata yet to book.,BNP ,1109716554
5,,3_249571611_BNP Paribas,851887545,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 10-01-2019. Integrata yet to book.,BNP ,851887545
6,,3_249613660_BNP Paribas,924592755,OB,OB,No-pair,month end interest,BNP  booked the month end interest transaction for SD 11-01-2019. Integrata yet to book.,BNP ,924592755
7,,1_249764251_BNP Paribas,1158753462,OB,OB,No-pair,month end interest,BNP  booked the month end interest transaction for SD 03-02-2020. Integrata yet to book.,BNP ,1158753462
8,,1_249619256_BNP Paribas,934212656,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 11-06-2019. Integrata yet to book.,BNP ,934212656
9,,2_249804250_BNP Paribas,1211766030,OB,OB,No-pair,month end interest,BNP  booked the month end interest transaction for SD 04-01-2020. Integrata yet to book.,BNP ,1211766030
10,,1_373441_BNP Paribas,541260841,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 04-18-2019. Integrata yet to book.,BNP ,541260841
11,1_342211_Integrata,,492155821,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 03-24-2019. BNP  yet to book.,BNP ,492155821
12,,4_249426400_BNP Paribas,613603602,OB,OB,No-pair,month end interest,BNP  booked the month end interest transaction for SD 06-03-2019. Integrata yet to book.,BNP ,613603602
13,,2_249689494_BNP Paribas,1056487784,OB,OB,No-pair,month end interest,BNP  booked the month end interest transaction for SD 01-02-2020. Integrata yet to book.,BNP ,1056487784
14,,2_249650876_BNP Paribas,988693258,OB,OB,No-pair,month end interest,BNP  booked the month end interest transaction for SD 12-02-2019. Integrata yet to book.,BNP ,988693258
15,,2_316322_BNP Paribas,452464589,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 03-01-2019. Integrata yet to book.,BNP ,452464589
16,,1_249591753_BNP Paribas,886143153,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 10-16-2019. Integrata yet to book.,BNP ,886143153
17,,1_319523_BNP Paribas,457269063,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 03-05-2019. Integrata yet to book.,BNP ,457269063
18,,1_249882826_BNP Paribas,1314407901,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 06-02-2020. Integrata yet to book.,BNP ,1314407901
19,,2_249538034_BNP Paribas,795692313,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 09-04-2019. Integrata yet to book.,BNP ,795692313
20,,1_249689494_BNP Paribas,1056487783,OB,OB,No-pair,month end interest,BNP  booked the month end interest transaction for SD 01-02-2020. Integrata yet to book.,BNP ,1056487783
21,1_249842244_Integrata,,1260483925,OB,OB,No-pair,proceeds trade settlement,Integrata booked the proceeds trade settlement transaction for SD 04-30-2020. BNP  yet to book.,BNP ,1260483925
22,18_350529_Integrata,,507915877,OB,OB,No-pair,wire,Integrata booked the wire transaction for SD 04-01-2019. BNP  yet to book.,BNP ,507915877
23,,1_249972554_BNP Paribas,1434190876,OB,OB,No-pair,wire,BNP  booked the wire transaction for SD 08-07-2020. Integrata yet to book.,BNP ,1434190876
