,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
1711,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,
1717,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,
1776,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,
1783,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,
5417,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,
5419,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,
6892,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,
6896,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,
6898,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,
6902,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,
6905,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,
7758,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,
12802,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,
16589,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,
16592,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,
16594,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,
