,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
103,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,
110,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,
241,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
243,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
251,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
254,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
415,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,
416,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,
469,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
476,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
620,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,
623,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,
753,3_4551470274_Integrata,,1860474743,OB,UCB,Close,Close,
755,3_4551497192_Integrata,,2129682864,OB,UCB,Close,Close,
769,12_4551470274_Integrata,,1860474745,OB,UCB,Close,Close,
770,12_4551497192_Integrata,,2129682866,OB,UCB,Close,Close,
10017,,12_4551470274_CACEIS,1860474753,OB,UCB,Close,Close,
10026,,12_4551497192_CACEIS,2129682873,OB,UCB,Close,Close,
