,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
48,127_4551426007_Integrata,,1859875390,CNF,UCB,Close,Close,
49,148_4551426007_Integrata,,1859875391,CNF,UCB,Close,Close,
50,158_4551426007_Integrata,,1859875392,CNF,UCB,Close,Close,
51,156_4551426007_Integrata,,1859875393,CNF,UCB,Close,Close,
52,128_4551426007_Integrata,,1859875394,CNF,UCB,Close,Close,
53,157_4551426007_Integrata,,1859875395,CNF,UCB,Close,Close,
100,59_4551426007_Integrata,,1859875405,OB,UCB,Close,Close,
103,59_4551426004_Integrata,,1859874860,OB,UCB,Close,Close,
136,124_4551426007_Integrata,,1859875418,OB,UCB,Close,Close,
137,124_4551426004_Integrata,,1859874868,OB,UCB,Close,Close,
147,14_4551426007_Integrata,,1859875422,OB,UCB,Close,Close,
148,14_4551426004_Integrata,,1859874875,OB,UCB,Close,Close,
158,157_4551426004_Integrata,,1859874832,OB,UCB,Close,Close,
159,148_4551426004_Integrata,,1859874828,OB,UCB,Close,Close,
166,72_4551426004_Integrata,,1859874895,OB,UCB,Close,Close,
167,65_4551426007_Integrata,,1859875431,OB,UCB,Close,Close,
168,65_4551426004_Integrata,,1859874885,OB,UCB,Close,Close,
183,72_4551426007_Integrata,,1859875437,OB,UCB,Close,Close,
185,76_4551426007_Integrata,,1859875439,OB,UCB,Close,Close,
186,76_4551426004_Integrata,,1859874896,OB,UCB,Close,Close,
190,79_4551426007_Integrata,,1859875441,OB,UCB,Close,Close,
191,79_4551426004_Integrata,,1859874891,OB,UCB,Close,Close,
192,158_4551426004_Integrata,,1859874831,OB,UCB,Close,Close,
204,82_4551426007_Integrata,,1859875448,OB,UCB,Close,Close,
205,82_4551426004_Integrata,,1859874897,OB,UCB,Close,Close,
206,127_4551426004_Integrata,,1859874829,OB,UCB,Close,Close,
207,156_4551426004_Integrata,,1859874830,OB,UCB,Close,Close,
208,128_4551426004_Integrata,,1859874827,OB,UCB,Close,Close,
