,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
0,102_4551426007_Integrata,BB,1859875296,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
1,50_4551426007_Integrata,BB,1859875295,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-29.Caceis yet to book.
2,136_4551426007_Integrata,BB,1859875294,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-25.Caceis yet to book.
3,94_4551426007_Integrata,BB,1859875297,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
4,49_4551426007_Integrata,BB,1859875298,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-29.Caceis yet to book.
5,96_4551426007_Integrata,BB,1859875299,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
6,51_4551426007_Integrata,BB,1859875300,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-29.Caceis yet to book.
7,140_4551426007_Integrata,BB,1859875301,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-25.Caceis yet to book.
8,139_4551426007_Integrata,BB,1859875302,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-25.Caceis yet to book.
9,105_4551426007_Integrata,BB,1859875303,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-29.Caceis yet to book.
10,133_4551426007_Integrata,BB,1859875304,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
11,100_4551426007_Integrata,BB,1859875305,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
12,90_4551426007_Integrata,BB,1859875306,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-25.Caceis yet to book.
13,126_4551426007_Integrata,BB,1859875307,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-25.Caceis yet to book.
14,38_4551426007_Integrata,BB,1859875308,CMF,OB,No-pair,proceeds sell,Integrata booked the proceeds sell for SD 2021-06-24.Caceis yet to book.
