,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
178,2_4551430048_Integrata,,1859897094,OB,UCB,Close,Close,
183,2_4551430044_Integrata,,1859896251,OB,UCB,Close,Close,
279,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,
284,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,
557,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,
566,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,
593,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,
599,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,
657,9_4551450020_Integrata,,1860084492,OB,UCB,Close,Close,
661,9_4551450053_Integrata,,1860095131,OB,UCB,Close,Close,
5295,,16_4551430044_CACEIS,1859896253,OB,UCB,Close,Close,
5302,,16_4551430048_CACEIS,1859897096,OB,UCB,Close,Close,
