,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
2,,80_2491430289_Barclays,1860076012,OB,UCB,Close,Close,,Barclays
3,,78_2491430289_Barclays,1860076020,OB,UCB,Close,Close,,Barclays
4,,81_2491430289_Barclays,1860076021,OB,UCB,Close,Close,,Barclays
5,,68_2491430289_Barclays,1860076014,OB,UCB,Close,Close,,Barclays
6,,88_2491430289_Barclays,1860076024,OB,UCB,Close,Close,,Barclays
7,,69_2491430289_Barclays,1860076016,OB,UCB,Close,Close,,Barclays
8,,79_2491430289_Barclays,1860076015,OB,UCB,Close,Close,,Barclays
10,27_2491430317_Integrata,,1860081373,OB,UCB,Close,Close,,Barclays
20,24_2491430317_Integrata,,1860081369,OB,UCB,Close,Close,,Barclays
21,29_2491430317_Integrata,,1860081375,OB,UCB,Close,Close,,Barclays
30,21_2491430317_Integrata,,1860081364,OB,UCB,Close,Close,,Barclays
50,33_2491430317_Integrata,,1860081372,OB,UCB,Close,Close,,Barclays
51,23_2491430317_Integrata,,1860081367,OB,UCB,Close,Close,,Barclays
52,25_2491430317_Integrata,,1860081371,OB,UCB,Close,Close,,Barclays
60,32_2491430317_Integrata,,1860081370,OB,UCB,Close,Close,,Barclays
72,31_2491430317_Integrata,,1860081368,OB,UCB,Close,Close,,Barclays
74,30_2491430317_Integrata,,1860081365,OB,UCB,Close,Close,,Barclays
100,22_2491430317_Integrata,,1860081366,OB,UCB,Close,Close,,Barclays
106,,87_2491430289_Barclays,1860076023,OB,UCB,Close,Close,,Barclays
136,28_2491430317_Integrata,,1860081374,OB,UCB,Close,Close,,Barclays
362,26_2491430317_Integrata,,1860081406,OB,UCB,Close,Close,,Barclays
399,20_2491430317_Integrata,,1860081395,OB,UCB,Close,Close,,Barclays
477,,23_2491430314_Barclays,1860081034,OB,UCB,Close,Close,,Barclays
489,,24_2491430289_Barclays,1860076166,OB,UCB,Close,Close,,Barclays
610,,40_2491450151_Barclays,1860150840,OB,UCB,Close,Close,,Barclays
658,,23_2491430317_Barclays,1860081428,OB,UCB,Close,Close,,Barclays
670,,24_2491430315_Barclays,1860081200,OB,UCB,Close,Close,,Barclays
723,,64_2491430315_Barclays,1860081163,OB,UCB,Close,Close,,Barclays
743,,56_2491430315_Barclays,1860081165,OB,UCB,Close,Close,,Barclays
748,,55_2491430317_Barclays,1860081472,OB,UCB,Close,Close,,Barclays
785,,22_2491450112_Barclays,1860134590,OB,UCB,Close,Close,,Barclays
788,,22_2491430319_Barclays,1860081689,OB,UCB,Close,Close,,Barclays
845,,12_2491450151_Barclays,1860150801,OB,UCB,Close,Close,,Barclays
977,,79_2491400031_Barclays,1859744742,OB,UCB,Close,Close,,Barclays
981,,81_2491430314_Barclays,1860081068,OB,UCB,Close,Close,,Barclays
985,,96_2491430314_Barclays,1860081095,OB,UCB,Close,Close,,Barclays
1023,,74_2491430053_Barclays,1859897332,OB,UCB,Close,Close,,Barclays
1026,,74_2491430067_Barclays,1859905416,OB,UCB,Close,Close,,Barclays
