,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
811,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
866,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
2620,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
3881,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
4061,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
4065,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
4315,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
4788,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
8558,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
15512,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
