,ViewData.Side0_UniqueIds,ViewData.Side1_UniqueIds,ViewData.BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment
2978,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,
3034,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,
3046,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,
3110,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,
3182,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,
3189,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,
3246,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,
3247,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,
5809,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,
5926,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,
12549,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,
12595,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,
